scope,statistic,ngram_order,value,object_count,object_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
appendix,caption_ngram,2,in image,10,0.00298,5,0.02,0.02
appendix,caption_ngram,2,second row,10,0.00298,8,0.032,0.031667
appendix,caption_ngram,2,is averaged,10,0.00298,5,0.02,0.02
appendix,caption_ngram,2,response length,10,0.00298,5,0.02,0.021667
appendix,caption_ngram,2,compute the,10,0.00298,7,0.028,0.031667
appendix,caption_ngram,2,figure average,9,0.002682,5,0.02,0.02
appendix,caption_ngram,2,rates of,9,0.002682,6,0.024,0.021667
appendix,caption_ngram,2,model sizes,9,0.002682,6,0.024,0.023333
appendix,caption_ngram,2,lines represent,9,0.002682,5,0.02,0.018333
appendix,caption_ngram,2,different datasets,9,0.002682,6,0.024,0.026667
appendix,caption_ngram,2,of data,9,0.002682,7,0.028,0.025
appendix,caption_ngram,2,evaluation on,9,0.002682,8,0.032,0.028333
appendix,caption_ngram,2,row and,9,0.002682,7,0.028,0.026667
appendix,caption_ngram,2,of tokens,9,0.002682,8,0.032,0.033333
appendix,caption_ngram,2,video generation,9,0.002682,7,0.028,0.025
appendix,caption_ngram,2,the impact,9,0.002682,9,0.036,0.036667
appendix,caption_ngram,2,datasets used,9,0.002682,7,0.028,0.026667
appendix,caption_ngram,2,sequences of,9,0.002682,7,0.028,0.025
appendix,caption_ngram,2,for k,9,0.002682,8,0.032,0.033333
appendix,caption_ngram,2,methods in,9,0.002682,6,0.024,0.026667
appendix,caption_ngram,2,same as,9,0.002682,5,0.02,0.02
appendix,caption_ngram,2,among the,9,0.002682,8,0.032,0.026667
appendix,caption_ngram,2,figure failure,9,0.002682,7,0.028,0.025
appendix,caption_ngram,2,for generating,9,0.002682,7,0.028,0.026667
appendix,caption_ngram,2,gemini pro,9,0.002682,6,0.024,0.021667
appendix,caption_ngram,2,model architecture,9,0.002682,8,0.032,0.033333
appendix,caption_ngram,2,ratio of,9,0.002682,8,0.032,0.031667
appendix,caption_ngram,2,datasets and,9,0.002682,9,0.036,0.035
appendix,caption_ngram,2,we can,9,0.002682,8,0.032,0.033333
appendix,caption_ngram,2,marked with,9,0.002682,6,0.024,0.025
appendix,caption_ngram,2,the optimal,9,0.002682,6,0.024,0.021667
appendix,caption_ngram,2,all baselines,9,0.002682,5,0.02,0.02
appendix,caption_ngram,2,the effect,9,0.002682,8,0.032,0.031667
appendix,caption_ngram,2,sizes for,9,0.002682,6,0.024,0.023333
appendix,caption_ngram,2,d the,9,0.002682,7,0.028,0.028333
appendix,caption_ngram,2,and its,9,0.002682,6,0.024,0.023333
appendix,caption_ngram,2,computational cost,9,0.002682,6,0.024,0.025
appendix,caption_ngram,2,we find,9,0.002682,7,0.028,0.028333
appendix,caption_ngram,2,for training,9,0.002682,8,0.032,0.031667
appendix,caption_ngram,2,b model,9,0.002682,5,0.02,0.018333
appendix,caption_ngram,2,of samples,9,0.002682,8,0.032,0.03
appendix,caption_ngram,2,features are,9,0.002682,5,0.02,0.02
appendix,caption_ngram,2,results show,9,0.002682,9,0.036,0.036667
appendix,caption_ngram,2,showing the,9,0.002682,6,0.024,0.023333
appendix,caption_ngram,2,correlation between,9,0.002682,9,0.036,0.036667
appendix,caption_ngram,2,validation accuracy,9,0.002682,5,0.02,0.021667
appendix,caption_ngram,2,effectiveness of,9,0.002682,6,0.024,0.023333
appendix,caption_ngram,2,m and,9,0.002682,6,0.024,0.025
appendix,caption_ngram,2,a large,9,0.002682,9,0.036,0.038333
appendix,caption_ngram,2,we also,9,0.002682,8,0.032,0.028333
appendix,caption_ngram,2,evaluate the,9,0.002682,8,0.032,0.031667
appendix,caption_ngram,2,each point,9,0.002682,5,0.02,0.021667
appendix,caption_ngram,2,obtained from,9,0.002682,5,0.02,0.023333
appendix,caption_ngram,2,difference in,9,0.002682,5,0.02,0.018333
appendix,caption_ngram,2,varying the,9,0.002682,6,0.024,0.026667
appendix,caption_ngram,2,the image,9,0.002682,6,0.024,0.025
appendix,caption_ngram,2,each of,9,0.002682,7,0.028,0.033333
appendix,caption_ngram,2,sampled from,9,0.002682,6,0.024,0.028333
appendix,caption_ngram,2,last row,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,on average,8,0.002384,7,0.028,0.026667
appendix,caption_ngram,2,that have,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,the four,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,ablation of,8,0.002384,7,0.028,0.026667
appendix,caption_ngram,2,example the,8,0.002384,6,0.024,0.02
appendix,caption_ngram,2,the underlying,8,0.002384,6,0.024,0.02
appendix,caption_ngram,2,the entire,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,k with,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,sizes and,8,0.002384,7,0.028,0.026667
appendix,caption_ngram,2,for various,8,0.002384,7,0.028,0.026667
appendix,caption_ngram,2,to identify,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,performance for,8,0.002384,8,0.032,0.028333
appendix,caption_ngram,2,different training,8,0.002384,5,0.02,0.016667
appendix,caption_ngram,2,accuracy and,8,0.002384,7,0.028,0.026667
appendix,caption_ngram,2,see that,8,0.002384,6,0.024,0.021667
appendix,caption_ngram,2,more than,8,0.002384,6,0.024,0.021667
appendix,caption_ngram,2,are taken,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,taken from,8,0.002384,6,0.024,0.021667
appendix,caption_ngram,2,on both,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,on all,8,0.002384,7,0.028,0.023333
appendix,caption_ngram,2,all three,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,a different,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,presented in,8,0.002384,8,0.032,0.03
appendix,caption_ngram,2,for example,8,0.002384,6,0.024,0.02
appendix,caption_ngram,2,consistent with,8,0.002384,7,0.028,0.03
appendix,caption_ngram,2,the red,8,0.002384,8,0.032,0.031667
appendix,caption_ngram,2,the difference,8,0.002384,7,0.028,0.025
appendix,caption_ngram,2,on imagenet,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,we present,8,0.002384,7,0.028,0.025
appendix,caption_ngram,2,and each,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,prompt used,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,baselines on,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,lower is,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,and d,8,0.002384,8,0.032,0.03
appendix,caption_ngram,2,d and,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,with confidence,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,dataset for,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,reported as,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,as mean,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,the reasoning,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,of visual,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,r and,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,al and,8,0.002384,6,0.024,0.021667
appendix,caption_ngram,2,are not,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,end of,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,the ratio,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,the largest,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,scores and,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,table examples,8,0.002384,7,0.028,0.025
appendix,caption_ngram,2,dataset and,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,sequence of,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,evolution of,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,the two,8,0.002384,8,0.032,0.033333
appendix,caption_ngram,2,demonstrating that,8,0.002384,7,0.028,0.03
appendix,caption_ngram,2,indicates that,8,0.002384,7,0.028,0.033333
appendix,caption_ngram,2,values in,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,the goal,8,0.002384,6,0.024,0.023333
appendix,caption_ngram,2,row is,8,0.002384,5,0.02,0.021667
appendix,caption_ngram,2,consistency between,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,the upper,8,0.002384,7,0.028,0.03
appendix,caption_ngram,2,the method,8,0.002384,6,0.024,0.026667
appendix,caption_ngram,2,model is,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,table computational,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,robustness to,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,across various,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,on each,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,noise levels,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,consistently achieves,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,results we,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,show that,8,0.002384,7,0.028,0.026667
appendix,caption_ngram,2,the data,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,across models,8,0.002384,7,0.028,0.028333
appendix,caption_ngram,2,across varying,8,0.002384,8,0.032,0.031667
appendix,caption_ngram,2,each column,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,have a,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,score of,8,0.002384,6,0.024,0.02
appendix,caption_ngram,2,with each,8,0.002384,6,0.024,0.026667
appendix,caption_ngram,2,different values,8,0.002384,6,0.024,0.026667
appendix,caption_ngram,2,produced by,8,0.002384,8,0.032,0.033333
appendix,caption_ngram,2,examples from,8,0.002384,5,0.02,0.018333
appendix,caption_ngram,2,middle row,8,0.002384,5,0.02,0.02
appendix,caption_ngram,2,the other,8,0.002384,8,0.032,0.031667
appendix,caption_ngram,2,models for,8,0.002384,7,0.028,0.031667
appendix,caption_ngram,2,different model,8,0.002384,7,0.028,0.03
appendix,caption_ngram,2,except for,8,0.002384,6,0.024,0.028333
appendix,caption_ngram,2,are computed,8,0.002384,5,0.02,0.025
appendix,caption_ngram,2,visualize the,8,0.002384,5,0.02,0.023333
appendix,caption_ngram,2,figure more,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,the error,8,0.002384,5,0.02,0.025
appendix,caption_ngram,2,with standard,8,0.002384,6,0.024,0.025
appendix,caption_ngram,2,we visualize,8,0.002384,6,0.024,0.028333
appendix,caption_ngram,2,first three,7,0.002086,6,0.024,0.02
appendix,caption_ngram,2,of two,7,0.002086,6,0.024,0.023333
appendix,caption_ngram,2,results with,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,of models,7,0.002086,7,0.028,0.025
appendix,caption_ngram,2,model we,7,0.002086,5,0.02,0.016667
appendix,caption_ngram,2,consistently improves,7,0.002086,5,0.02,0.021667
appendix,caption_ngram,2,model for,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,generates a,7,0.002086,6,0.024,0.021667
appendix,caption_ngram,2,is shown,7,0.002086,5,0.02,0.016667
appendix,caption_ngram,2,only a,7,0.002086,7,0.028,0.026667
appendix,caption_ngram,2,summary of,7,0.002086,7,0.028,0.028333
appendix,caption_ngram,2,given the,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,the different,7,0.002086,6,0.024,0.026667
appendix,caption_ngram,2,using different,7,0.002086,6,0.024,0.02
appendix,caption_ngram,2,pairs of,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,model trained,7,0.002086,7,0.028,0.025
appendix,caption_ngram,2,and test,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,size and,7,0.002086,5,0.02,0.021667
appendix,caption_ngram,2,and llama,7,0.002086,6,0.024,0.021667
appendix,caption_ngram,2,and model,7,0.002086,6,0.024,0.026667
appendix,caption_ngram,2,set for,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,training with,7,0.002086,7,0.028,0.025
appendix,caption_ngram,2,between our,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,are provided,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,table dataset,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,b as,7,0.002086,5,0.02,0.021667
appendix,caption_ngram,2,the cosine,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,al we,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,model outputs,7,0.002086,6,0.024,0.023333
appendix,caption_ngram,2,performance and,7,0.002086,7,0.028,0.028333
appendix,caption_ngram,2,are also,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,with both,7,0.002086,7,0.028,0.03
appendix,caption_ngram,2,in appendix,7,0.002086,7,0.028,0.025
appendix,caption_ngram,2,represents a,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,experiments with,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,toward the,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,task with,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,loss and,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,of both,7,0.002086,5,0.02,0.016667
appendix,caption_ngram,2,red and,7,0.002086,5,0.02,0.016667
appendix,caption_ngram,2,failure case,7,0.002086,7,0.028,0.028333
appendix,caption_ngram,2,per task,7,0.002086,5,0.02,0.021667
appendix,caption_ngram,2,when using,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,ability to,7,0.002086,6,0.024,0.026667
appendix,caption_ngram,2,find that,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,relationship between,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,are trained,7,0.002086,6,0.024,0.021667
appendix,caption_ngram,2,range of,7,0.002086,7,0.028,0.028333
appendix,caption_ngram,2,dataset with,7,0.002086,6,0.024,0.021667
appendix,caption_ngram,2,al a,7,0.002086,6,0.024,0.023333
appendix,caption_ngram,2,across a,7,0.002086,6,0.024,0.023333
appendix,caption_ngram,2,a failure,7,0.002086,6,0.024,0.023333
appendix,caption_ngram,2,the most,7,0.002086,7,0.028,0.028333
appendix,caption_ngram,2,table additional,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,model training,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,better and,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,a larger,7,0.002086,6,0.024,0.025
appendix,caption_ngram,2,dataset size,7,0.002086,5,0.02,0.016667
appendix,caption_ngram,2,the context,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,metrics and,7,0.002086,7,0.028,0.03
appendix,caption_ngram,2,figure d,7,0.002086,6,0.024,0.026667
appendix,caption_ngram,2,indicate that,7,0.002086,7,0.028,0.028333
appendix,caption_ngram,2,time of,7,0.002086,6,0.024,0.021667
appendix,caption_ngram,2,chen et,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,cases the,7,0.002086,5,0.02,0.02
appendix,caption_ngram,2,language models,7,0.002086,6,0.024,0.023333
appendix,caption_ngram,2,a gpu,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,time in,7,0.002086,5,0.02,0.021667
appendix,caption_ngram,2,and all,7,0.002086,5,0.02,0.021667
appendix,caption_ngram,2,similarity between,7,0.002086,5,0.02,0.021667
appendix,caption_ngram,2,as well,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,well as,7,0.002086,5,0.02,0.018333
appendix,caption_ngram,2,into a,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,text and,6,0.001788,5,0.02,0.016667
appendix,caption_ngram,2,figure analysis,6,0.001788,6,0.024,0.021667
appendix,caption_ngram,2,have been,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,consists of,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,correct answer,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,conducted on,6,0.001788,6,0.024,0.021667
appendix,caption_ngram,2,part of,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,models that,6,0.001788,5,0.02,0.016667
appendix,caption_ngram,2,the distribution,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,the user,6,0.001788,6,0.024,0.021667
appendix,caption_ngram,2,to different,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,b a,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,case the,6,0.001788,5,0.02,0.016667
appendix,caption_ngram,2,onto the,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,of attention,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,models to,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,each plot,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,all other,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,a specific,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,by different,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,table summary,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,accuracy comparison,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,settings for,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,accuracy in,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,and evaluate,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,given in,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,scores of,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,lead to,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,details and,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,different noise,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,performance under,6,0.001788,5,0.02,0.016667
appendix,caption_ngram,2,line indicates,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,layers and,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,in section,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,that can,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,solid and,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,least one,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,figure overview,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,figure impact,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,from scratch,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,resulting in,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,which the,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,the end,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,models in,6,0.001788,6,0.024,0.021667
appendix,caption_ngram,2,be found,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,t the,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,of three,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,average of,6,0.001788,6,0.024,0.021667
appendix,caption_ngram,2,and evaluation,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,model to,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,are marked,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,are better,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,table overview,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,training epochs,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,on k,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,pairs for,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,table sensitivity,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,s ability,6,0.001788,5,0.02,0.023333
appendix,caption_ngram,2,set the,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,of selected,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,methods for,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,followed by,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,and higher,6,0.001788,6,0.024,0.021667
appendix,caption_ngram,2,is no,6,0.001788,6,0.024,0.02
appendix,caption_ngram,2,computational overhead,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,without the,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,tends to,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,l and,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,plot the,6,0.001788,6,0.024,0.026667
appendix,caption_ngram,2,evaluated with,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,suggesting that,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,showing that,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,average performance,6,0.001788,5,0.02,0.021667
appendix,caption_ngram,2,rate of,6,0.001788,5,0.02,0.018333
appendix,caption_ngram,2,selection of,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,methods are,6,0.001788,6,0.024,0.026667
appendix,caption_ngram,2,maximum number,6,0.001788,6,0.024,0.023333
appendix,caption_ngram,2,all datasets,6,0.001788,6,0.024,0.021667
appendix,caption_ngram,2,time and,6,0.001788,6,0.024,0.025
appendix,caption_ngram,2,reasoning and,6,0.001788,5,0.02,0.02
appendix,caption_ngram,2,computed over,6,0.001788,5,0.02,0.023333
